D_INTERVIEW,Q165,Q166,Q167,Q168
392071047,1,2,2,2
392071048,1,1,-1,-1
392071049,-1,-1,-1,-1
392071050,2,-1,-1,-1
392071051,1,1,2,2
392071052,2,2,2,2
392071053,-1,1,-1,-1
392071054,2,2,-1,-1
392071055,-1,-1,-1,-1
392071056,2,2,2,2
392071057,2,2,2,2
392071058,1,1,1,1
392071059,-1,2,2,2
392071060,2,2,2,2
392071061,2,2,2,2
392071062,1,-1,-1,-1
392071063,1,1,1,1
392071064,2,2,2,2
392071065,2,1,-1,-1
392071066,2,2,2,2
392071067,-1,1,1,1
392071068,2,2,2,2
392071069,-1,-1,-1,-1
392071070,1,1,1,1
392071071,2,-1,-1,-1
392071072,-1,2,2,2
392071073,1,2,2,2
392071074,2,2,2,2
392071075,1,1,1,1
392071076,1,1,1,1
392071077,1,1,1,1
392071078,-1,-1,-1,-1
392071079,1,1,-1,-1
392071080,1,1,1,1
392071081,1,1,2,2
392071082,-1,-1,1,1
392071083,1,1,1,1
392071084,1,1,2,2
392071085,2,2,2,2
392071086,-1,-1,2,2
392071087,-1,-1,-1,-1
392071088,2,-1,2,2
392071089,1,2,1,1
392071090,2,2,2,2
392071091,2,-1,2,2
392071092,2,2,-1,-1
392071093,1,1,1,1
392071094,1,1,1,1
392071095,2,2,2,2
392071096,1,1,1,1
392071097,2,2,2,2
392071098,1,1,1,1
392071099,1,1,1,1
392071100,1,1,1,1
392071101,-1,-1,-1,-1
392071102,-1,1,-1,-1
392071103,1,-1,-1,1
392071104,1,1,1,1
392071105,1,-1,-1,-1
392071106,-1,-1,1,-1
392071107,-1,-1,2,2
392071108,1,-1,-1,-1
392071109,1,1,-1,-1
392071110,1,-1,-1,-1
392071111,-1,-1,-1,-1
392071112,1,1,2,1
392071113,2,-1,-1,-1
392071114,1,1,2,2
392071115,1,1,2,2
392071116,1,1,2,1
392071117,2,2,2,2
392071118,1,-1,2,1
392071119,2,-1,-1,-1
392071120,-1,1,-1,-1
392071121,1,-1,2,2
392071122,1,2,-1,-1
392071123,1,1,1,1
392071124,2,2,2,2
392071125,-1,-1,-1,-1
392071126,1,-1,-1,-1
392071127,2,1,2,2
392071128,1,-1,-1,-1
392071129,2,2,2,2
392071130,1,1,1,1
392071131,2,2,2,2
392071132,1,2,2,2
392071133,2,2,2,1
392071134,1,1,1,1
392071135,-1,-1,-1,1
392071136,1,2,2,2
392071137,2,2,2,1
392071138,2,2,2,2
392071139,-1,-1,-1,-1
392071140,-1,-1,-1,-1
392071141,-1,-1,-1,-1
392071142,1,1,-1,-1
392071143,1,-1,-1,-1
392071144,2,-1,2,2
392071145,2,2,2,2
392071146,-1,-1,-1,-1
392071147,-1,-1,-1,-1
392071148,1,1,1,1
392071149,2,-1,-1,-1
392071150,-1,-1,-1,-1
392071151,-1,-1,2,2
392071152,2,2,2,2
392071153,2,-1,-1,-1
392071154,-1,-1,-1,-1
392071155,1,1,1,1
392071156,-1,-1,-1,-1
392071157,1,-1,-1,1
392071158,1,1,1,1
392071159,-1,2,2,2
392071160,1,2,2,-1
392071161,2,-1,1,1
392071162,-1,-1,2,1
392071163,1,1,2,2
392071164,2,2,2,2
392071165,1,-1,-1,-1
392071166,2,2,2,2
392071167,-1,2,-1,-1
392071168,1,1,1,1
392071169,2,2,2,2
392071170,-1,-1,-1,-1
392071171,-1,-1,-1,-1
392071172,1,1,1,1
392071173,1,1,1,1
392071174,1,-1,2,2
392071175,-1,2,2,2
392071176,2,2,2,2
392071177,2,2,2,2
392071178,2,2,2,2
392071179,1,1,1,1
392071180,1,2,2,2
392071181,2,2,2,2
392071182,1,1,1,1
392071183,2,2,2,2
392071184,2,2,2,2
392071185,1,1,1,1
392071186,1,1,1,1
392071187,1,2,2,2
392071188,-1,-1,-1,-1
392071189,2,2,2,2
392071190,1,1,1,1
392071191,-1,2,2,2
392071192,-1,-1,1,1
392071193,-1,-1,-1,-1
392071194,2,2,2,2
392071195,2,2,2,2
392071196,1,2,2,2
392071197,-1,-1,-1,-1
392071198,2,2,2,2
392071199,1,1,1,1
392071200,-1,-1,-1,-1
392071201,-1,2,2,2
392071202,-1,-1,-1,-1
392071203,1,1,1,1
392071204,1,1,1,1
392071205,2,2,2,2
392071206,2,2,2,2
392071207,1,1,1,1
392071208,2,2,2,2
392071209,1,1,1,1
392071210,2,2,2,2
392071211,2,2,2,2
392071212,1,1,1,1
392071213,1,-1,-1,1
392071214,-1,-1,-1,-1
392071215,-1,-1,-1,-1
392071216,-1,-1,-1,-1
392071217,1,2,2,2
392071218,2,2,2,2
392071219,1,1,1,1
392071220,1,2,2,2
392071221,-1,-1,-1,-1
392071222,-1,-1,-1,-1
392071223,2,2,2,2
392071224,1,1,1,1
392071225,2,2,2,2
392071226,1,-1,2,1
392071227,2,2,2,2
392071228,1,2,2,2
392071229,-1,1,-1,1
392071230,1,1,1,1
392071231,2,2,2,2
392071232,1,1,1,1
392071233,2,-1,2,2
392071234,2,2,2,2
392071235,2,2,2,2
392071236,1,1,-1,-1
392071237,-1,2,2,2
392071238,1,1,2,1
392071239,-1,2,2,-1
392071240,1,1,1,1
392071241,1,1,1,1
392071242,1,1,-1,-1
392071243,2,2,2,2
392071244,-1,-1,-1,-1
392071245,-1,-1,2,2
392071246,1,1,1,1
392071247,1,2,2,2
392071248,1,1,2,2
392071249,-1,1,-1,-1
392071250,2,2,2,2
392071251,1,1,1,1
392071252,-1,-1,-1,-1
392071253,-1,2,2,2
392071254,2,1,2,2
392071255,1,1,1,1
392071256,-1,-1,-1,-1
392071257,-1,-1,-1,-1
392071258,1,1,-1,-1
392071259,-1,-1,-1,-1
392071260,-2,-1,1,1
392071261,1,-1,-1,-1
392071262,1,1,-1,-1
392071263,1,1,1,1
392071264,-1,1,-1,-1
392071265,1,1,1,1
392071266,2,2,2,2
392071267,-1,2,2,2
392071268,1,1,1,1
392071269,-1,-1,-1,-1
392071270,-1,-1,-1,-1
392071271,-1,1,-1,-1
392071272,1,1,1,1
392071273,1,1,1,1
392071274,1,-1,-1,-1
392071275,-1,-1,-1,-1
392071276,1,1,2,2
392071277,-1,-1,-1,-1
392071278,1,-1,2,1
392071279,1,1,1,1
392071280,-1,1,-1,-1
392071281,2,2,-1,-1
392071282,1,2,2,2
392071283,-1,-1,-1,-1
392071284,1,1,1,1
392071285,-1,-1,-1,-1
392071286,2,2,2,2
392071287,1,1,-1,1
392071288,1,1,-1,-1
392071289,-1,1,2,2
392071290,2,2,2,2
392071291,-1,-1,-1,-1
392071292,1,-1,2,1
392071293,2,1,1,1
392071294,1,1,1,1
392071295,-1,-1,2,2
392071296,-1,2,2,2
392071297,2,2,2,2
392071298,2,1,2,2
392071299,2,2,2,2
392071300,2,2,2,2
392071301,1,2,2,2
392071302,1,-1,-1,-1
392071303,1,1,1,1
392071304,1,1,1,1
392071305,-1,-1,-1,-1
392071306,1,2,2,2
392071307,2,2,2,2
392071308,2,2,2,2
392071309,1,2,2,1
392071310,-1,-1,-1,-1
392071311,1,1,-1,-1
392071312,-1,2,2,2
392071313,2,2,2,2
392071314,2,1,1,1
392071315,1,1,2,2
392071316,-1,1,-1,-1
392071317,1,1,1,1
392071318,1,1,-1,-1
392071319,2,2,2,2
392071320,-1,-1,-1,-1
392071321,2,2,2,2
392071322,-1,1,-1,-1
392071323,-1,-1,2,2
392071324,2,2,2,2
392071325,-1,-1,-1,-1
392071326,-1,-1,-1,-1
392071327,1,2,-1,1
392071328,1,-1,-1,-1
392071329,1,1,2,2
392071330,1,1,1,1
392071331,2,1,2,2
392071332,-1,2,2,-1
392071333,-1,-1,-1,-1
392071334,1,-1,2,2
392071335,1,1,2,1
392071336,-1,1,-1,-1
392071337,1,-1,-1,-1
392071338,1,1,1,1
392071339,1,-1,-1,-1
392071340,1,-1,-1,1
392071341,1,1,1,1
392071342,1,-1,-1,-1
392071343,-1,-1,-1,-1
392071344,1,-1,-1,1
392071345,1,1,1,1
392071346,-1,-1,-1,-1
392071347,1,2,2,2
392071348,2,2,2,2
392071349,-1,-1,-1,1
392071350,1,1,1,1
392071351,1,-1,-1,-1
392071352,1,2,2,2
392071353,1,1,1,1
